bin_end,rows,step_min,step_max,step,code_gradient_rms,code_scale_gradient_cosine,scale_gradient_rms,scale_over_code_gradient_rms,bottleneck_projections,categorical_tail,code_head,decoder_block_1,decoder_block_2,decoder_block_3,decoder_block_4,decoder_block_5,distribution_encoder,encoder_block_1,encoder_block_10,encoder_block_11,encoder_block_12,encoder_block_13,encoder_block_2,encoder_block_3,encoder_block_4,encoder_block_5,encoder_block_6,encoder_block_7,encoder_block_8,encoder_block_9,input_and_queries,none_parameter_tensors,scale_head,complete
80000,10,79100,80000,79550.0,7.70424328777608e-08,0.034452885389328,2.1796092930514988e-08,0.3208014667034149,5.1099771237782805e-06,4.3846765654870673e-07,4.8511155038573515e-06,4.199743127017588e-06,2.298795570582053e-06,1.7817712355862726e-06,1.2541334075709122e-06,6.723664441367626e-07,1.7315158118395912e-07,7.920000148845206e-07,3.3058982090515436e-08,3.358226604745725e-08,4.306711860279675e-08,6.223252177670409e-08,4.5472784994746014e-08,4.0653419904289964e-08,3.5553188430663944e-08,3.3513143826552464e-08,3.0937227417742155e-08,3.055630532566478e-08,3.099206979336306e-08,3.231475499761068e-08,5.942053947376851e-06,0.0,1.0686331818433858e-06,True
81000,10,80100,81000,80550.0,4.705526635007118e-08,0.05741123855113983,1.246993264203411e-08,0.2786981612443924,3.2489449441755322e-06,3.0293645581169684e-07,4.692868430508408e-06,2.3123138487193835e-06,1.3195152651253135e-06,1.0350746142454203e-06,7.552329731369939e-07,4.2060316241778574e-07,1.283103697778289e-07,6.091827197054116e-07,2.2620528962435882e-08,2.4322961107789425e-08,2.862495783239693e-08,3.93360210520453e-08,3.734832903858418e-08,3.2060256093489143e-08,2.673313269410923e-08,2.6593761037525485e-08,2.3383513623064393e-08,2.2071440860028617e-08,2.350027836005784e-08,2.341769483552006e-08,4.1717048757118925e-06,0.0,1.2357497196143802e-06,True
82000,10,81100,82000,81550.0,4.520467911106607e-08,0.05923708342015743,1.3561643807946666e-08,0.2951199412345886,3.196892756416875e-06,2.8781064649740866e-07,4.588020238408945e-06,2.2578218757303153e-06,1.3091656588255956e-06,1.0540587010358674e-06,7.666698736221041e-07,4.127160647794109e-07,8.722381374166525e-08,5.694087928125061e-07,1.9170516382502005e-08,2.0287019956798727e-08,2.450533153353748e-08,3.3456997152761514e-08,3.2679332759327435e-08,2.6536048210550562e-08,2.2909779433511056e-08,2.1802942592260202e-08,1.978727782055411e-08,1.8226714278039627e-08,1.970870222404061e-08,1.8295801425341505e-08,3.5941331099477407e-06,0.0,1.230115914310543e-06,True
83000,10,82100,83000,82550.0,4.357817040556711e-08,0.05101740546524525,1.5637496630915848e-08,0.3313806354999542,3.2911935545588e-06,2.800997828264489e-07,4.807240666886757e-06,2.3240764469589605e-06,1.3259291938570104e-06,1.0561292419479032e-06,7.613360361489635e-07,4.1104725954374547e-07,1.4346490437130197e-07,5.70634746728523e-07,2.046653420957207e-08,2.2021409119507833e-08,2.6293244381580992e-08,3.379334587773442e-08,3.676474077941581e-08,3.14670481305637e-08,2.549367460022997e-08,2.437692170672691e-08,2.203498479875439e-08,2.0634220047488898e-08,2.0932689523099374e-08,2.1314273098105817e-08,3.9591894778208156e-06,0.0,1.0977586946698622e-06,True
84000,10,83100,84000,83550.0,4.2647188891464793e-08,0.06638431921601295,1.3159438427834402e-08,0.332000270485878,2.921390675577732e-06,3.057205313282637e-07,4.474677398846699e-06,2.1632928922855748e-06,1.2229233093453658e-06,9.81235818170907e-07,7.144530600649999e-07,3.98770065667664e-07,1.4516617871849885e-07,5.335485798240469e-07,1.9602350796600756e-08,2.0005924493073088e-08,2.474301660930691e-08,3.3185675251806017e-08,3.24450478220032e-08,2.5634689515122903e-08,2.2813123261573426e-08,2.1051489097985633e-08,1.9346183493332445e-08,1.850743834943174e-08,1.9658349628530156e-08,1.892907819703097e-08,3.347113652194032e-06,0.0,1.1312515947896872e-06,True
85000,10,84100,85000,84550.0,4.741136905295207e-08,0.07359786331653595,1.2164611984388785e-08,0.2784583866596222,3.1968203456249486e-06,2.940449646920089e-07,4.416203102415189e-06,2.0950887032400905e-06,1.148455131374052e-06,9.05962225941126e-07,6.547603758849838e-07,3.6938783388926334e-07,1.1345859325245234e-07,5.432818878089268e-07,2.3866581120046797e-08,2.5589341103230577e-08,3.0691256007866893e-08,4.22584817861514e-08,3.6951921662353854e-08,3.1419986083361874e-08,2.6892085356064703e-08,2.48848360249742e-08,2.2578824670660567e-08,2.2490718484923248e-08,2.2884962758554973e-08,2.5811145137131446e-08,3.636919436563101e-06,0.0,7.819299043045612e-07,True
86000,10,85100,86000,85550.0,6.607235292221958e-08,0.04882416874170303,2.473800986280139e-08,0.35570763051509857,4.503778997745507e-06,2.8076528663701313e-07,3.8024837410548714e-06,2.6917110644946e-06,1.429996941610909e-06,1.1338497010618976e-06,8.105551402764595e-07,4.430933627277181e-07,1.905556487821187e-07,6.956939624376347e-07,3.422159821624337e-08,3.49610457548449e-08,4.4028525538964187e-08,6.591451547580124e-08,4.288247520749081e-08,3.853506246999808e-08,3.4274927310874254e-08,3.220364767512501e-08,3.32420419903182e-08,3.226576302901363e-08,3.275123014783185e-08,3.524569636332342e-08,5.498866019992096e-06,0.0,7.367264407139883e-07,True
87000,10,86100,87000,86550.0,5.393154722810323e-08,0.06535222940146923,1.7149370812319376e-08,0.28659019619226456,3.640668012426118e-06,2.6066661113111483e-07,4.050777623812305e-06,2.5684285851439944e-06,1.3833508362885542e-06,1.0796523127765639e-06,7.618318665828307e-07,4.113433276172268e-07,1.2473824162893802e-07,6.043913837985436e-07,2.3398298580783233e-08,2.5143109645363436e-08,3.1726409858248686e-08,4.906517277260645e-08,3.474670201490232e-08,3.1874913620144036e-08,2.879960763356765e-08,2.5099625109623933e-08,2.5418048636086355e-08,2.379424549233339e-08,2.4370126539663136e-08,2.527635121658128e-08,4.181024972829271e-06,0.0,8.483402900233517e-07,True
88000,10,87100,88000,87550.0,5.758531251842669e-08,0.05247509479522705,1.937546745267582e-08,0.3530264347791672,3.907369679854468e-06,3.0964800493946535e-07,4.118697599395427e-06,2.6404475093792065e-06,1.4599173531173373e-06,1.1481408227422284e-06,7.954913512373289e-07,4.234951012486427e-07,1.8482521390970946e-07,6.964075032411186e-07,2.5542663062284497e-08,2.8266276021554747e-08,3.808500949253802e-08,5.338077860156135e-08,3.755802579602487e-08,3.2594171302596014e-08,2.8070892477657e-08,2.7340245165819465e-08,2.5469972322040074e-08,2.6123454841382097e-08,2.4581142042723322e-08,2.811129666771634e-08,4.671179100905479e-06,0.0,8.631285512429131e-07,True
89000,10,88100,89000,88550.0,9.222643271300512e-08,0.08816048130393028,1.478430711188139e-08,0.2530025467276573,5.908993492670213e-06,3.7792987562692124e-07,4.076274808020515e-06,3.1305507521890724e-06,1.5950885300173276e-06,1.2244751944181013e-06,8.653754930395263e-07,4.780736236434379e-07,1.3625940022486162e-07,8.068401866791507e-07,3.958672087906431e-08,4.557504195430775e-08,5.925106444752701e-08,8.600691255429816e-08,5.3148558896604855e-08,4.9171799288566414e-08,4.2974822052885325e-08,4.0515465784586405e-08,3.816925238398184e-08,3.7402388564923037e-08,3.914300188507751e-08,4.034803913625627e-08,6.33802664546302e-06,0.0,9.051693564006965e-07,True
90000,10,89100,90000,89550.0,9.880017515229156e-08,0.05076201446354389,3.0233264780576974e-08,0.26442751288414,7.616351641645283e-06,4.875799856990321e-07,3.83967972709202e-06,4.845195843900047e-06,2.5907967393043474e-06,2.01414653392569e-06,1.3947677667377826e-06,7.241399247709145e-07,1.7366830062070846e-07,1.0542190583486916e-06,4.259815885161954e-08,4.538728508868171e-08,6.42931177566454e-08,1.0015785427912651e-07,5.677595181045096e-08,5.586622201619641e-08,4.953650960262462e-08,4.4764319712677463e-08,4.202146394228551e-08,4.487680290929729e-08,4.368801354825353e-08,4.345742256421113e-08,8.263345135742641e-06,0.0,7.553373047851788e-07,True
91000,10,90100,91000,90550.0,1.0939035632873129e-07,0.07267087697982788,1.860053444602272e-08,0.16361619532108307,7.162288044427596e-06,5.576554151865248e-07,4.875414508753194e-06,4.995122988321666e-06,2.819784975032907e-06,2.1889431855079963e-06,1.5053509255609787e-06,7.891317877107318e-07,1.8228557139482334e-07,9.97384043605926e-07,4.0309437876883425e-08,4.3660430374603424e-08,5.99737261789943e-08,8.957854301438439e-08,4.9787322946567125e-08,4.791532778605855e-08,4.100641657913587e-08,3.9531105033410045e-08,3.7757825875530405e-08,3.7616966007982565e-08,3.8563670981424863e-08,4.3176183093010535e-08,8.199030601068805e-06,0.0,5.944854741507414e-07,True
92000,10,91100,92000,91550.0,1.0614229140060161e-07,0.0608733668923378,2.462267900682491e-08,0.2258288860321045,7.435164493692503e-06,6.451962905923439e-07,4.6634757062668155e-06,4.593564655334438e-06,2.5107830377858254e-06,1.9387762841377097e-06,1.333127690827484e-06,7.81997700974344e-07,2.5589577521763096e-07,1.2022984261968372e-06,4.467941786640094e-08,4.713697275030123e-08,6.252405035626948e-08,9.700716134924474e-08,5.5888845677569526e-08,5.4070566665156705e-08,4.758181961315589e-08,4.394391915831297e-08,4.210014361620716e-08,4.083530231767885e-08,4.229593959454315e-08,4.3215166468359814e-08,8.786291368200948e-06,0.0,8.069257840071773e-07,True
93000,10,92100,93000,92550.0,1.0226479218999884e-07,0.0757053755223751,1.8567824611182004e-08,0.20025265961885452,7.750243920572248e-06,4.93858440036551e-07,3.9085798511204295e-06,4.242315881488838e-06,2.2497325500186275e-06,1.735701825889147e-06,1.1903486970669328e-06,6.313975614328101e-07,2.511585950168956e-07,1.021861982898736e-06,4.5526255308056505e-08,4.6931336438667815e-08,6.50786980478132e-08,1.0087773680195892e-07,5.7877746918008983e-08,5.6721830632267137e-08,4.8913440130005016e-08,4.6423983895172136e-08,4.3079716371790026e-08,4.384297646651773e-08,4.425624888021115e-08,4.4130862568278403e-08,8.380302181376694e-06,0.0,6.866457937145282e-07,True
94000,10,93100,94000,93550.0,8.09100733079049e-08,0.06512143276631832,3.662318448505175e-08,0.4137336313724518,6.45030733432322e-06,4.113172982561542e-07,4.03377367154999e-06,4.760413546189e-06,2.734029899613021e-06,2.0946454884853127e-06,1.4326308939594643e-06,7.359954300557106e-07,3.409179377084364e-07,1.1020618464251744e-06,3.778136481686618e-08,4.1332834129244877e-08,5.2784592473692225e-08,7.521924167746012e-08,5.701409031509494e-08,5.236287730720287e-08,4.5420415386015125e-08,4.1793465875225025e-08,3.8539745359317604e-08,3.776310295753609e-08,3.8123467108839356e-08,3.948680267824826e-08,7.651895519438012e-06,0.0,1.1959970779470232e-06,True
95000,10,94100,95000,94550.0,7.65191323637282e-08,0.07445675507187843,3.3184395675789347e-08,0.4577742666006088,5.745287875507814e-06,4.296511147297715e-07,3.85600324214932e-06,3.8047276032598117e-06,2.1441912247473203e-06,1.657159903046174e-06,1.1373470274837584e-06,5.979716551630384e-07,3.4687647998220266e-07,9.336684970999247e-07,3.503576403565732e-08,3.861466900090824e-08,4.880359228239072e-08,6.612103875833901e-08,5.155851973943374e-08,4.422488099667825e-08,4.0490235991239624e-08,3.949667488193048e-08,3.4102199198827925e-08,3.3689269057137575e-08,3.47023918612889e-08,3.416256250972455e-08,6.265974221527589e-06,0.0,1.136912120071593e-06,True
96000,10,95100,96000,95550.0,6.656298978668929e-08,0.07707272842526436,2.722163117141463e-08,0.4243849217891693,4.695621721545277e-06,3.323933067120004e-07,4.068365461331429e-06,3.2193653617155472e-06,1.7085033189681112e-06,1.3430315422158672e-06,9.28189974568441e-07,4.953303604535662e-07,2.2243795874610164e-07,7.586139817740782e-07,3.145304198728086e-08,3.305449987053375e-08,4.415194982464233e-08,6.180200241344453e-08,4.8441228616879315e-08,4.096701817044881e-08,3.626925314529092e-08,3.2475606447261685e-08,3.03723626634802e-08,3.070478537968478e-08,2.9726351826234593e-08,3.117708497102692e-08,5.554341572299118e-06,0.0,1.143375708642583e-06,True
97000,10,96100,97000,96550.0,7.260281265075719e-08,0.0611961055546999,3.323126307464008e-08,0.4437486082315445,5.79945656809427e-06,4.1623435918185527e-07,4.553716630098784e-06,4.510696264620475e-06,2.5369739776526867e-06,1.952456587693588e-06,1.340742411300385e-06,6.95938853596767e-07,1.8776492123393048e-07,9.449062680298504e-07,3.6502552260729045e-08,3.893046109756558e-08,5.112780032383255e-08,7.226802082960599e-08,5.789369950290925e-08,5.123698417713009e-08,4.4935109587569845e-08,4.1587593804662884e-08,3.8608974579585534e-08,3.7689496021720254e-08,3.829290628908927e-08,3.695234777459304e-08,6.436616388707857e-06,0.0,1.2504961825230162e-06,True
98000,10,97100,98000,97550.0,5.8055134033452305e-08,0.0910797230899334,1.5043601475639434e-08,0.24659323692321777,4.409682969944249e-06,2.991995977889403e-07,4.164528063467364e-06,3.0177998060113304e-06,1.6510500163431425e-06,1.2912933160665562e-06,8.930643419243122e-07,4.598196379324842e-07,2.4595452435317415e-07,6.696225691687844e-07,2.9666903387664615e-08,3.166210592299171e-08,4.486321883646809e-08,6.232291891672519e-08,4.321012748735582e-08,4.122189654136864e-08,3.5762349205715816e-08,3.478410825035084e-08,3.069689900209172e-08,2.895851473635158e-08,2.869563622890823e-08,3.20185386247477e-08,4.767580169875612e-06,0.0,8.627150503728419e-07,True
99000,5,98100,98500,98300.0,6.107933359089657e-08,0.07564302533864975,2.0021458269070536e-08,0.32779431343078613,4.040298381143272e-06,3.1731761880272235e-07,4.00861439265677e-06,2.986872932077345e-06,1.5581614238311173e-06,1.237944350929297e-06,8.684998234187978e-07,4.789588081432771e-07,4.5951635801103726e-07,7.366683078016078e-07,3.0100990293960815e-08,3.246133922844096e-08,4.1261809896396947e-08,5.2890479517064986e-08,4.1191456529783905e-08,3.9277915936737553e-08,3.958769203058735e-08,3.180339921263108e-08,3.077937580639511e-08,3.737249236870781e-08,3.379121957725156e-08,3.334051526959365e-08,5.15129410041155e-06,0.0,7.355221375200324e-07,False
